organization_id,pipeline_type,content,language,references,ncbi_tax_id,scientific_name,rank,superkingdom,kingdom,phylum,class,order,family,genus,species,organization_name
2,Metagenomic,"Arenavirus sao virus membros da familia Arenaviridae, e sao conhecidos por infectar roedores e ocasionalmente humanos ou outros animais. Os sintomas da infeccao por arenavirus podem variar em severidade, mais comumente se manifestando atraves de meningites e febres hemorragicas. Arenavirus podem ser transmitidos por aerossol e podem causar enfermidade de alta morbimortalidade, sendo por isso classificado com o nivel maximo de biosseguranca pelas agencias de vigilancia sanitaria (NBS4).  Membros da familia Arenaviridae apresentam genoma de RNA simplesfita ambisenso frequentemente dividido em dois segmentos genomicos, denominados S (small) e L (large). O segmento menor apresenta em torno de 3100 pb, enquanto o fragmento maior 7100 pb (Hallam, et al., 2018).     Varias especies de arenavirus foram reportadas na literatura e em banco de dados, sendo divididos principalmente em tres generos: Hartmanivirus, Mammarenavirus e Reptarenavirus (de acordo com o hospedeiro que infecta). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do virus Sabia Arenavirus.",PT_BR,"Hallam, Steven J., et al. ""Review of mammarenavirus biology and replication."" Frontiers in microbiology 9 (2018): 1751., ",2169992,Brazilian mammarenavirus,Species,Viruses,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,Mammarenavirus brazilense,HIAE
2,Virome,"Metapneumovirus hominis (HMPV), pertencente a familia Pneumoviridae, e um virus de RNA de fita simples de polaridade negativa, frequentemente associado a infeccoes respiratorias agudas. Apresenta duas linhagens (A e B) e dois subgrupos de cada linhagem A1, A2, B1, B2 (Panda et al., 2014). A transmissao ocorre atraves da inalacao ou contato direto com secrecoes contaminadas. Casos sintomaticos da infeccao sao mais frequentemente observados em criancas, idosos e individuos imunocomprometidos.",PT_BR,"Panda S, Mohakud NK, Pena L, Kumar S. Human metapneumovirus: review of an important respiratory pathogen. Int J Infect Dis. 2014 Aug;25:45-52. doi: 10.1016/j.ijid.2014.03.1394. Epub 2014 May 17. PMID: 24841931; PMCID: PMC7110553., ",3048148,Metapneumovirus hominis,Species,Viruses,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Metapneumovirus,Metapneumovirus hominis,HIAE
2,Metagenomic,"O virus Metapneumovirus hominis, ou hMPV, pertence a familia Paramyxoviridae. Ele se caracteriza por apresentar um genoma de RNA fita simples senso negativo, nao segmentado, com aproximadamente 13000pb. A analise do genoma tem mostrado que o hMPV possui dois genotipos, A e B, os quais sao divididos em subgrupos. Descrito pela primeira vez em 2001, nos Paises Baixos, este virus foi isolado de um paciente pediatrico que possuia sintomas similares ao causado pelo Virus Sincicial Respiratorio (hRSV). Os sintomas do hMPV afetam principalmente criancas, mas tambem podem afetar adultos e individuos imunocomprometidos. As caracteristicas clinicas da doenca causada pela infeccao pelo hMPV variam desde uma infeccao leve do trato respiratorio superior ate bronquiolite e pneumonia grave.",PT_BR,"Panda S, Mohakud NK, Pena L, Kumar S. Human metapneumovirus: review of an important respiratory pathogen. Int J Infect Dis. 2014 Aug;25:45-52. doi: 10.1016/j.ijid.2014.03.1394. Epub 2014 May 17. PMID: 24841931; PMCID: PMC7110553, ",3048148,Metapneumovirus hominis,Species,Viruses,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Metapneumovirus,Metapneumovirus hominis,HIAE
2,Virome,"Enterovirus afetam milhoes de pessoas no mundo todo ano e sao responsaveis por infeccoes com uma variedade de sintomas como os de resfriados comuns, quadros respiratorios leves, meningites assepticas e paralisias (caso de polioenterovirus). Tratase de um genero de virus compreendido na familia Picornaviridae, apresentando genomas de RNA simplesfita senso positivo, com tamanhos entre 6900 pb e 10100 pb (Zell et al., 2017).  Atualmente sao conhecidos mais de 71 sorotipos de enterovirus que infectam humanos, sendo um genero viral de alta diversidade sorotipica e genetica. Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial de um Enterovirus.",PT_BR,"Zell, R., et al. ""ICTV virus taxonomy profile: Picornaviridae."" The Journal of general virology 98.10 (2017): 2421., ",138949,Enterovirus B,Species,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus B,HIAE
2,Metagenomic,"Enterovirus afetam milhoes de pessoas no mundo todo ano e sao responsaveis por infeccoes com uma variedade de sintomas como os de resfriados comuns, quadros respiratorios leves, meningites assepticas e paralisias (caso de polioenterovirus). Tratase de um genero de virus compreendido na familia Picornaviridae, apresentando genomas de RNA simplesfita senso positivo, com tamanhos entre 6900 pb e 10100 pb (Zell et al., 2017).  Atualmente sao conhecidos mais de 71 sorotipos de enterovirus que infectam humanos, sendo um genero viral de alta diversidade sorotipica e genetica. Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial de um Enterovirus.",PT_BR,"Zell, R., et al. ""ICTV virus taxonomy profile: Picornaviridae."" The Journal of general virology 98.10 (2017): 2421., ",138949,Enterovirus B,Species,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus B,HIAE
2,Metagenomic,"Moraxella catarrhalis e um coco Gramnegativo, pertencente a familia Moraxellaceae. Esta bacteria foi descrita pela primeira vez ha um seculo e ate entao era considerada parte da microbiota humana no trato respiratorio superior. No entanto, pesquisas atuais sugerem que M. catarrhalis e um patogeno importante e comum no trato respiratorio em humanos, podendo causar otite media, infeccao do trato respiratorio inferior em pacientes com Doenca Pulmonar Cronica Obstrutiva, pneumonia em idosos, infeccoes nosocomiais do trato respiratorio, sinusite e, mais raramente, bacteremia.",PT_BR,"Ioannou P, Alexakis K, Baliou S, Kofteridis DP. Infective Endocarditis by Moraxella Species: A Systematic Review. J Clin Med. 2022 Mar 27;11(7):1854. doi: 10.3390/jcm11071854. PMID: 35407461; PMCID: PMC8999714, ",480,Moraxella catarrhalis,Species,Bacteria,Unknown,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella catarrhalis,HIAE
2,Virome,"O virus sincicial respiratorio (VSR), pertencente a familia Pneumoviridae, genero Orthopneumovirus, apresenta genoma de RNA de fita simples, de aproximadamente 15.000 pb. E um virus frequentemente associado a infeccao de vias respiratorias superiores, de ocorrencia sazonal (especialmente em meses que precedem o inverno) e que acomete individuos de todas as faixas etarias. Apresenta relevancia clinica, especialmente em criancas, pois pode levar a bronquiolite e sindrome respiratoria aguda grave (Falsey & Walsh, 2000; Black, 2003). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do virus respiratorio sincicial.",PT_BR,"Falsey, Ann R., and Edward E. Walsh. ""Respiratory syncytial virus infection in adults."" Clinical microbiology reviews 13.3 (2000): 371-384.  Black, Craig Patrick. ""Systematic review of the biology and medical management of respiratory syncytial virus infection."" Respiratory care 48.3 (2003): 209-233., ",11250,Human orthopneumovirus,No Rank,Viruses,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Orthopneumovirus,Orthopneumovirus hominis,HIAE
2,Metagenomic,"O virus sincicial respiratorio (VSR), pertencente a familia Pneumoviridae, genero Orthopneumovirus, apresenta genoma de RNA de fita simples, de aproximadamente 15.000 pb. E um virus frequentemente associado a infeccao de vias respiratorias superiores, de ocorrencia sazonal (especialmente em meses que precedem o inverno) e que acomete individuos de todas as faixas etarias. Apresenta relevancia clinica, especialmente em criancas, pois pode levar a bronquiolite e sindrome respiratoria aguda grave (Falsey & Walsh, 2000; Black, 2003). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do virus respiratorio sincicial.",PT_BR,"Falsey, Ann R., and Edward E. Walsh. ""Respiratory syncytial virus infection in adults."" Clinical microbiology reviews 13.3 (2000): 371-384.  Black, Craig Patrick. ""Systematic review of the biology and medical management of respiratory syncytial virus infection."" Respiratory care 48.3 (2003): 209-233., ",11250,Human orthopneumovirus,No Rank,Viruses,Orthornavirae,Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Orthopneumovirus,Orthopneumovirus hominis,HIAE
1,Microbiome,"Descobriuse ha muito tempo que Fusobacterium nucleatum causa infeccoes oportunistas e foi recentemente implicado no cancer colorretal; no entanto, e um membro comum da microbiota oral e pode ter uma relacao simbiotica com os seus hospedeiros. Para resolver esta dissonancia, exploramos a diversidade e os nichos das fusobacterias e reconsideramos a taxonomia fusobacteriana historica no contexto da tecnologia atual. Tambem realizamos uma reavaliacao critica das fusobacterias com foco em F. nucleatum como agente mutualista, infeccioso e microrganismo oncogenico. Nesta revisao, nos aprofundamos em insights recentes e direcoes futuras para a pesquisa fusobacteriana, incluindo o atual kit de ferramentas geneticas, nossa compreensao em evolucao de seu papel mecanicista na promocao do cancer colorretal e os desafios do desenvolvimento de diagnosticos e terapeuticas para F. nucleatum.",PT_BR,"Fusobacterium nucleatum - simbionte, oportunista e oncobactéria., https://pubmed.ncbi.nlm.nih.gov/30546113/",32066,Fusobacteriota,phylum,Bacteria,Unknown,Fusobacteriota,Unknown,Unknown,Unknown,Unknown,Unknown,Vars
1,Microbiome,"Fusobacterium nucleatum has long been found to cause opportunistic infections and has recently been implicated in colorectal cancer; however, it is a common member of the oral microbiota and can have a symbiotic relationship with its hosts. To address this dissoce, we explore the diversity and niches of fusobacteria and reconsider historic fusobacterial taxonomy in the context of current technology. We also undertake a critical reappraisal of fusobacteria with a focus on F. nucleatum as a mutualist, infectious agent and oncogenic microorganism. In this Review, we delve into recent insights and future directions for fusobacterial research, including the current genetic toolkit, our evolving understanding of its mechanistic role in promoting colorectal cancer and the challenges of developing diagnostics and therapeutics for F. nucleatum.",EN,"Fusobacterium nucleatum - simbionte, oportunista e oncobactéria., https://pubmed.ncbi.nlm.nih.gov/30546113/",32066,Fusobacteriota,phylum,Bacteria,Unknown,Fusobacteriota,Unknown,Unknown,Unknown,Unknown,Unknown,Vars
2,Virome,"VirusT linfotropico humano do tipo 1 (HTLV1) e um retrovirus que foi associado com varios tipos de doencas como: leucemia/linfoma de celulas T do adulto (ATLL) ; mielopatia associada ao HTLV1/paraparesia espastica tropical (HAM/TSP) ; diversos disturbios neurologicos (deficits cognitivos leves isolados, neuropatia periferica, disfuncao neurogenica da bexiga e esclerose lateral amiotrofica); dermatite infeciosa; uveite; disturbios reumatologiocs e pulmonares; trombocitopenia imune; cancer gastrico ; super infeccao por Strongyloides stercoralis; entre outros (Verdonck et al., 2007). HTLV1 esta classificado na familia Retroviridae e genero Deltaretrovirus. Seu genoma viral e constituido por uma fita de senso positivo de RNA que sera reverso transcrita em DNA integrandose ao DNA celular humano. Uma vez integrado ao DNA humano, continua existindo como um provirus que se replicara de celula a celula atraves da sinapse viral. Poucos virions livres ficam disponiveis no plasma humano, tordo assim um virus de dificil deteccao por metodos moleculares no plasma. HTLV1 e transmitido principalmente por contato direto atraves de fluidos corporais contendo celulas, incluindo sangue, leite materno e semen. HTLV1 infecta predomitemente celulas T CD4+. Sete genotipos ja foram descritos na literatura  HTLV1a ate HTLV1g, sendo o genotipo “a” mais difundido mundialmente e ainda dividido em 7 subgrupos; “b” encontrado na Africa e Brasil; “c”, na Australia e Melanesia: “d”, “e”, “f” e “g” foram encontrados em paises da Africa Central (Otani et al., 2012). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do virus HTLV1.",PT_BR,"Verdonck, Kristien, et al. ""Human T-lymphotropic virus 1: recent knowledge about an ancient infection."" The Lancet infectious diseases 7.4 (2007): 266-281. Otani, Masashi, et al. ""Distribution of two subgroups of human T-lymphotropic virus type 1 (HTLV-1) in endemic Japan."" Tropical medicine and health 40.2 (2012): 55-58., ",194440,Primate T-lymphotropic virus 1,Species,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Deltaretrovirus,Primate T-lymphotropic virus 1,HIAE
2,Metagenomic,"VirusT linfotropico humano do tipo 1 (HTLV1) e um retrovirus que foi associado com varios tipos de doencas como: leucemia/linfoma de celulas T do adulto (ATLL) ; mielopatia associada ao HTLV1/paraparesia espastica tropical (HAM/TSP) ; diversos disturbios neurologicos (deficits cognitivos leves isolados, neuropatia periferica, disfuncao neurogenica da bexiga e esclerose lateral amiotrofica); dermatite infeciosa; uveite; disturbios reumatologiocs e pulmonares; trombocitopenia imune; cancer gastrico ; super infeccao por Strongyloides stercoralis; entre outros (Verdonck et al., 2007). HTLV1 esta classificado na familia Retroviridae e genero Deltaretrovirus. Seu genoma viral e constituido por uma fita de senso positivo de RNA que sera reverso transcrita em DNA integrandose ao DNA celular humano. Uma vez integrado ao DNA humano, continua existindo como um provirus que se replicara de celula a celula atraves da sinapse viral. Poucos virions livres ficam disponiveis no plasma humano, tordo assim um virus de dificil deteccao por metodos moleculares no plasma. HTLV1 e transmitido principalmente por contato direto atraves de fluidos corporais contendo celulas, incluindo sangue, leite materno e semen. HTLV1 infecta predomitemente celulas T CD4+. Sete genotipos ja foram descritos na literatura  HTLV1a ate HTLV1g, sendo o genotipo “a” mais difundido mundialmente e ainda dividido em 7 subgrupos; “b” encontrado na Africa e Brasil; “c”, na Australia e Melanesia: “d”, “e”, “f” e “g” foram encontrados em paises da Africa Central (Otani et al., 2012). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial do virus HTLV1.",PT_BR,"Verdonck, Kristien, et al. ""Human T-lymphotropic virus 1: recent knowledge about an ancient infection."" The Lancet infectious diseases 7.4 (2007): 266-281. Otani, Masashi, et al. ""Distribution of two subgroups of human T-lymphotropic virus type 1 (HTLV-1) in endemic Japan."" Tropical medicine and health 40.2 (2012): 55-58., ",194440,Primate T-lymphotropic virus 1,Species,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Deltaretrovirus,Primate T-lymphotropic virus 1,HIAE
2,Metagenomic,"O virus Oropouche e um arbovirus da familia Peribunyaviridae transmitido principalmente por mosquitos do genero Culicoides, prevalente em regioes tropicais da America Latina. A infeccao se caracteriza por febre alta, dor de cabeca, dores musculares, exantema e sintomas gastrointestinais em alguns casos.",PT_BR,"Azevedo EAN, Silva AFD, Silva VGD, Machado LC, de Lima GB, Ishigami BIM, Silva KMPE, Costa MMOMD, Falcão DA, Vasconcelos AP, Silva CCD, Naveca FG, Bezerra MF, Campos TL, Acioli-Santos B, Paiva MHS, de Morais CNL, Wallau GL. Genomic and phenotypic characterization of the Oropouche virus strain implicated in the 2022-24 large-scale outbreak in Brazil. J Med Virol. 2024 Oct;96(10):e70012. doi: 10.1002/jmv.70012. PMID: 39415323., ",3052429,Orthobunyavirus oropoucheense,Species,Viruses,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Orthobunyavirus oropoucheense,HIAE
1,Microbiome,"O aumento acentuado da alergia alimentar (AF) evocou fatores ambientais envolvidos na patogenese da doenca, incluindo a microbiota intestinal, a dieta e seus metabolitos. A introducao precoce de alimentos solidos sincronizase com a “reacao de desmame”, um periodo durante o qual a microbiota imprime uma tolerancia oral duradoura. Trabalhos recentes mostraram que criancas com AF manifestam disbiose de inicio precoce com perda de especies de Clostridiales, o que promove a diferenciacao de RORγt +celulas T reguladoras para suprimir FA. Este processo pode ser revertido em modelos preclinicos de camundongos por bacterioterapia direcionada. Aqui, revisamos os mecanismos de tolerancia domites impostos pela microbiota para suprimir a AF e discutimos estrategias de intervencao terapeutica que atuam para recapitular a janela de oportunidade do inicio da vida para conter a epidemia de AF.",PT_BR,"Determites dietéticos e microbianos na alergia alimentar., https://pubmed.ncbi.nlm.nih.gov/32814026/",171549,Bacteroidales,order,Bacteria,Unknown,Bacteroidota,Bacteroidia,Bacteroidales,Unknown,Unknown,Unknown,Vars
1,Metagenomic,"Enterobacter aerogenes (Enterobacteriaceae) e um importante patogeno oportunista que causa pneumonia adquirida em hospital, bacteremia e infeccoes do trato urinario. Recentemente, E. aerogenes multirresistente tem sido um problema de saude publica.",PT_BR,"Isolamento e caracterização de um bacteriófago phiEap-2 infectando Enterobacter aerogenes multirresistente., https://pubmed.ncbi.nlm.nih.gov/27320081/",1701257,Enterobacter phage phiEap-2,Species,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes,Caudoviricetes,Cornellvirus,Enterobacter phage phiEap-2,Vars
1,Microbiome,"One or two membranes? Diderm Firmicutes challenge the Grampositive/Gramnegative divide. Megrian D, Taib N, Witwin",PT_BR,"The existence of diderm members in the classically monoderm Firmicutes challenges the Gram-positive/Gram-negative divide and provides a great opportunity to tackle the issue. In this review, we present current knowledge on the diversity of bacterial cell envelopes,, https://pubmed.ncbi.nlm.nih.gov/?term=Firmicutes",1239,Bacillota,phylum,Bacteria,Unknown,Bacillota,Unknown,Unknown,Unknown,Unknown,Unknown,Vars
1,Microbiome,Lactobacillus => Os lactobacilos estao entre os microorganismos mais comuns encontrados no kefir; uma bebida lactea fermentada tradicional produzida localmente em muitos locais ao redor do mundo. Kefir tem sido associado a uma ampla gama de supostos beneficios a saude; como atividade antimicrobiana; metabolismo do colesterol; imunomodulacao; efeitos antioxidantes; efeitos antidiabeticos; efeitos antialergicos; e supressao tumoral. Esta revisao examina e avalia criticamente esses alegados beneficios e mecanismos em relacao a determinadas especies de Lactobacillus e/ou cepas que foram derivadas do kefir; bem como detalhando outros caminhos potenciais para experimentacao.,PT_BR,"Análise dos Benefícios à Saúde Conferidos por Espécies de Lactobacillus do Kefir., https://pubmed.ncbi.nlm.nih.gov/31159409/",1578,Lactobacillus,Genus,Bacteria,Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Unknown,Vars
1,Virome,"Uma cepa psicrotolerante, 8H1(T), foi isolada de amostras de solo coletadas na Ilha de los Estados, Ushuaia, Argentina. As celulas eram Gramnegativas, aerobias, bastonetes retos, ocorrendo isoladamente ou em pares, nao formadoras de esporos e moveis por meio de dois flagelos polares. O isolado foi capaz de crescer na faixa de 435 °C, com crescimento otimo a 28 °C. Os acidos graxos celulares predomites foram somados a caracteristica 3 (C16 : 1ω6c e/ou C16 : 1ω7c), C16 : 0 e somados a caracteristica 8 (C18 : 1ω6c e/ou C18 : 1ω7c). O padrao lipidico polar da cepa 8H1(T) compreendia fosfatidilglicerol, difosfatidilglicerol, fosfatidiletanolamina e um fosfolipidio desconhecido. A ubiquinona 9 (Q9) foi a lipoquinona predomite. O conteudo de DNA G+C foi de 59,8 mol%. A filogenia baseada na sequencia do gene 16S rRNA sugeriu a afiliacao da cepa 8H1(T) ao 'grupo Pseudomonas fluorescens', exibindo ≥98,5% de similaridade de sequencia com 29 cepas do tipo. Um estudo de analise de sequenci",PT_BR,"Pseudomonas yamanorum sp. nov., uma bactéria psicotolerante isolada de um ambiente subantártico, https://pubmed.ncbi.nlm.nih.gov/25385990/",515393,Pseudomonas yamanorum,Species,Bacteria,Unknown,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yamanorum,Vars
1,Virome,Enterovirus F Interpretacao  OI,PT_BR,", ",1330520,Enterovirus F,Species,Viruses,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus F,Vars
2,Virome,"O virus da febre amarela, ou YFV, e membro do genero Flavivirus, familia Flaviviridae. Membros desta familia apresentam genoma de RNA fita simples senso positivo de aproximadamente 11,000 pb. O virus da febre amarela e transmitido por mosquitos, sendo o agente etiologico da febre amarela. Entre os sintomas mais comuns da doenca, podese citar: Febre, cefaleia, alteracao de transaminases, ictericia e manifestacoes hemorragicas. Tratase de uma doenca de importante impacto clinico, com elevada mortalidade (32,4% no ultimo surto no pais, entre julho de 2017 e maio de 2018). Atualmente sao conhecidos 7 genotipos do virus, com distribuicao endemica pelo continente africano e pela America do Sul: West African I e II, East African, East and Central Africa, Angola e South American I e II (Beasley et al., 2015). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial de um Virus da Febre Amarela.",PT_BR,"Beasley, David WC, Alexander J. McAuley, and Dennis A. Bente. ""Yellow fever virus: genetic and phenotypic diversity and implications for detection, prevention and therapy."" Antiviral research 115 (2015): 48-70., ",11089,Yellow fever virus,No Rank,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,Orthoflavivirus flavi,HIAE
2,Metagenomic,"O virus da febre amarela, ou YFV, e membro do genero Flavivirus, familia Flaviviridae. Membros desta familia apresentam genoma de RNA fita simples senso positivo de aproximadamente 11,000 pb. O virus da febre amarela e transmitido por mosquitos, sendo o agente etiologico da febre amarela. Entre os sintomas mais comuns da doenca, podese citar: Febre, cefaleia, alteracao de transaminases, ictericia e manifestacoes hemorragicas. Tratase de uma doenca de importante impacto clinico, com elevada mortalidade (32,4% no ultimo surto no pais, entre julho de 2017 e maio de 2018). Atualmente sao conhecidos 7 genotipos do virus, com distribuicao endemica pelo continente africano e pela America do Sul: West African I e II, East African, East and Central Africa, Angola e South American I e II (Beasley et al., 2015). Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial de um Virus da Febre Amarela.",PT_BR,"Beasley, David WC, Alexander J. McAuley, and Dennis A. Bente. ""Yellow fever virus: genetic and phenotypic diversity and implications for detection, prevention and therapy."" Antiviral research 115 (2015): 48-70., ",11089,Yellow fever virus,No Rank,Viruses,Orthornavirae,Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Orthoflavivirus,Orthoflavivirus flavi,HIAE
1,Microbiome,"Uma cepa obrigatoriamente anaerobica, imovel, Gramnegativa e em forma de bastonete (AGMB03916 T ) foi isolada das fezes de um leitao de 2 semanas de idade criado no Instituto Nacional de Ciencia Animal em Wanju, Republica da Coreia. O crescimento da cepa AGMB03916 T ocorreu a 3045 °C (otimo, 37 °C), a pH 69 (otimo, pH 8) e na presenca de 0,51,0% (p/v) de NaCl. Com base nos resultados das analises da sequencia do gene 16S rRNA, a cepa AGMB03916 T foi intimamente relacionada a duas especies validamente publicadas do genero Phocaeicola , Phocaeicola plebeius e Phocaeicola coprocola . A similaridade da sequencia do gene 16S rRNA da cepa AGMB03916 T em comparacao com P. plebeiusM12 T (=KCTC 5793 T ) e P. coprocola M16 T (=KCTC 5443 T ) foram 96,3 e 95,0%, respectivamente. O teor de DNA genomico G+C da cepa AGMB03916 T foi de 46,4 mol%.",PT_BR,"Phocaeicola faecicola sp. nov., isolado de fezes suínas., https://pubmed.ncbi.nlm.nih.gov/34542393/",909656,Phocaeicola,Genus,Bacteria,Unknown,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Unknown,Vars
1,Microbiome,Xenoacremonium EUCARIOTOS.,PT_BR,"Xenoacremonium ERENCIAS EUCARIOTOS., ",1634947,Xenoacremonium,Genus,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Xenoacremonium,Unknown,Vars
2,Metagenomic,"O virus EpsteinBarr e o agente etiologico da mononucleose infecciosa alem de ter associacao com o desencadeamento de certas neoplasias. E transmitido atraves de secrecao orofaringea. Em pacientes imunocompetentes, a infeccao e geralmente assintomatica sendo controlada devido a forte resposta imune por celulas T. Nos pacientes transplantados e imunossuprimidos, e causa de uma entidade potencialmente fatal, conhecida como doenca linfoproliferativa postransplante (PTLD)",PT_BR,"Hopwood P, Crawford DH. The role of EBV in post-transplant maligcies: a review. J Clin Pathol. 2000 Apr;53(4):248-54. doi: 10.1136/jcp.53.4.248. PMID: 10823119; PMCID: PMC1731174., ",3050299,Lymphocryptovirus humangamma4,Species,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Lymphocryptovirus humangamma4,HIAE
2,Metagenomic,"O Acinetobacter baumannii e uma bacteria Gramnegativa, aerobica e nao fermentadora, que pertence ao genero Acinetobacter. Essa bacteria e conhecida por sua capacidade de sobreviver em ambientes adversos e resistir a diversos agentes antimicrobianos, o que a torna um patogeno oportunista significativo em ambientes hospitalares. Acomete principalmente pacientes debilitados, imunocomprometidos ou submetidos a procedimentos invasivos. Alem disso, o Acinetobacter baumannii pode causar uma variedade de infeccoes, incluindo pneumonia, infeccoes do trato urinario, feridas e corrente sanguinea (Giamarellou et al., 2008).",PT_BR,"Giamarellou H, Antoniadou A, Kanellakopoulou K. Acinetobacter baumannii: a universal threat to public health? Int J Antimicrob Agents. 2008 Aug;32(2):106-19. doi: 10.1016/j.ijantimicag.2008.02.013. Epub 2008 Jun 20. PMID: 18571905., ",470,Acinetobacter baumannii,Species,Bacteria,Unknown,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,HIAE
2,Virome,"Stenotrophomonas maltophilia e um bacilo gramnegativo aerobico, nao fermentador que pode ocorrer em quase qualquer ambiente aquatico ou umido, incluindo fontes de agua potavel.\sTratase de um patogeno oportunista, sendo um importante agente causador de infeccao relacionada a assistencia a saude, podendo estar relacionado a elevadas taxas de mortalidade. Infeccoes por essa bacteria sao particularmente comuns em pacientes imunossuprimidos, uso prolongado de antibioticos, internacao em unidade de terapia intensiva, internacao prolongada e presenca de dispositivos invasivos (Khanum, Ilyas, Ali, 2020). Pode ser responsavel por uma variedade de infeccoes como pneumonia, infeccao do trato urinario, infeccao da corrente sanguinea, entre outras. Ainda permanece uma causa incomum de meningite (Yemissn et al., 2008), porem, pode ocorrer principalmente em pacientes que foram submetidos a manipulacao previa do SNC.\sSeu manejo e desafiador devido a resistencia a multiplos agentes antimicrobianos. Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial da bacteria Stenotrophomonas maltophilia.",PT_BR,"Khanum, Iffat, Aisha Ilyas, and Farheen Ali. ""Stenotrophomonas maltophilia meningitis-a case series and review of the literature."" Cureus 12.10 (2020). Yemisen, Mucahit, et al. ""A meningitis case due to Stenotrophomonas maltophilia and review of the literature."" International Journal of Infectious Diseases 12.6 (2008): e125-e127., ",40324,Stenotrophomonas maltophilia,Species,Bacteria,Unknown,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,HIAE
2,Metagenomic,"Stenotrophomonas maltophilia e um bacilo gramnegativo aerobico, nao fermentador que pode ocorrer em quase qualquer ambiente aquatico ou umido, incluindo fontes de agua potavel.\sTratase de um patogeno oportunista, sendo um importante agente causador de infeccao relacionada a assistencia a saude, podendo estar relacionado a elevadas taxas de mortalidade. Infeccoes por essa bacteria sao particularmente comuns em pacientes imunossuprimidos, uso prolongado de antibioticos, internacao em unidade de terapia intensiva, internacao prolongada e presenca de dispositivos invasivos (Khanum, Ilyas, Ali, 2020). Pode ser responsavel por uma variedade de infeccoes como pneumonia, infeccao do trato urinario, infeccao da corrente sanguinea, entre outras. Ainda permanece uma causa incomum de meningite (Yemissn et al., 2008), porem, pode ocorrer principalmente em pacientes que foram submetidos a manipulacao previa do SNC.\sSeu manejo e desafiador devido a resistencia a multiplos agentes antimicrobianos. Atraves da tecnica empregada neste exame, foi possivel a recuperacao do genoma completo ou parcial da bacteria Stenotrophomonas maltophilia.",PT_BR,"Khanum, Iffat, Aisha Ilyas, and Farheen Ali. ""Stenotrophomonas maltophilia meningitis-a case series and review of the literature."" Cureus 12.10 (2020). Yemisen, Mucahit, et al. ""A meningitis case due to Stenotrophomonas maltophilia and review of the literature."" International Journal of Infectious Diseases 12.6 (2008): e125-e127., ",40324,Stenotrophomonas maltophilia,Species,Bacteria,Unknown,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,HIAE
